date,prcp(mm/day),petpt(mm/day),petfao56(mm/day),streamflow(ft3/s)
2004-12-10,13.17,0.07,0.46,1910.0
2004-12-11,16.11,0.16,0.43,1910.0
2004-12-12,1.13,0.2,0.3,1920.0
2004-12-13,1.18,0.15,0.32,1830.0
2004-12-14,0.0,0.13,0.26,1760.0
2004-12-15,0.0,-0.0,0.27,1670.0
2004-12-16,0.0,-0.08,0.53,1610.0
2004-12-17,1.92,-0.02,0.6,1550.0
2004-12-18,0.0,-0.05,0.39,1460.0
2004-12-19,1.26,-0.05,0.6,1400.0
2004-12-20,2.1,0.1,0.3,1350.0
2004-12-21,0.0,0.04,0.22,1300.0
2004-12-22,2.61,-0.03,0.76,1240.0
2004-12-23,20.31,-0.0,0.98,1210.0
2004-12-24,2.74,-0.03,0.56,1580.0
2004-12-25,0.0,-0.0,0.28,1590.0
2004-12-26,0.0,0.01,0.23,1830.0
2004-12-27,0.79,0.06,0.2,1750.0
2004-12-28,2.36,-0.0,0.41,1950.0
2004-12-29,0.76,-0.05,0.51,1800.0
2004-12-30,0.0,-0.04,0.44,1770.0
2004-12-31,0.33,-0.08,0.64,1750.0
2005-01-01,0.66,-0.11,0.84,1770.0
2005-01-02,5.23,0.05,0.49,1740.0
2005-01-03,0.0,-0.06,0.65,1700.0
2005-01-04,0.0,0.06,0.35,1650.0
2005-01-05,0.0,0.06,0.26,1600.0
2005-01-06,4.16,0.04,0.41,1550.0
2005-01-07,0.02,-0.03,0.56,1490.0
2005-01-08,0.0,0.08,0.44,1440.0
2005-01-09,0.0,0.08,0.35,1380.0
2005-01-10,3.12,0.09,0.59,1320.0
2005-01-11,0.0,0.08,0.33,1270.0
2005-01-12,2.9,0.04,0.57,1230.0
2005-01-13,4.05,0.0,1.25,1190.0
2005-01-14,7.04,0.04,1.2,1160.0
2005-01-15,0.0,0.09,0.33,1130.0
2005-01-16,1.49,0.11,0.36,1130.0
2005-01-17,2.97,0.13,0.22,1120.0
2005-01-18,0.0,0.1,0.19,1110.0
2005-01-19,3.57,0.07,0.37,1100.0
2005-01-20,4.6,0.09,0.39,1080.0
2005-01-21,0.0,0.08,0.15,1040.0
2005-01-22,0.0,0.06,0.21,999.0
2005-01-23,0.0,0.07,0.26,958.0
2005-01-24,0.0,0.07,0.37,920.0
2005-01-25,0.0,0.1,0.26,892.0
2005-01-26,0.0,0.1,0.23,862.0
2005-01-27,0.0,0.08,0.27,837.0
2005-01-28,0.0,0.09,0.37,812.0
2005-01-29,0.0,0.09,0.57,793.0
2005-01-30,0.0,0.13,0.61,775.0
2005-01-31,0.0,0.11,0.62,757.0
2005-02-01,0.0,0.11,0.84,743.0
2005-02-02,0.0,0.13,0.9,730.0
2005-02-03,0.0,0.14,1.0,718.0
2005-02-04,0.0,0.18,0.99,708.0
2005-02-05,0.0,0.2,1.12,699.0
2005-02-06,0.0,0.22,1.08,692.0
2005-02-07,0.0,0.26,1.21,685.0
2005-02-08,6.61,0.42,0.79,680.0
2005-02-09,0.03,0.4,0.48,674.0
2005-02-10,17.9,0.16,0.21,670.0
2005-02-11,4.8,0.14,0.17,678.0
2005-02-12,0.01,0.35,0.5,689.0
2005-02-13,0.0,0.32,0.45,684.0
2005-02-14,3.87,0.26,0.84,666.0
2005-02-15,2.99,0.38,1.1,656.0
2005-02-16,4.63,0.56,0.79,656.0
2005-02-17,0.01,0.43,0.61,656.0
2005-02-18,0.0,0.35,0.65,656.0
2005-02-19,0.0,0.3,0.47,652.0
2005-02-20,0.0,0.25,0.33,648.0
2005-02-21,2.19,0.29,0.57,644.0
2005-02-22,2.8,0.34,0.61,634.0
2005-02-23,0.0,0.45,0.65,624.0
2005-02-24,0.0,0.39,0.62,612.0
2005-02-25,0.0,0.44,0.73,602.0
2005-02-26,0.0,0.45,0.75,592.0
2005-02-27,0.0,0.48,0.65,582.0
2005-02-28,0.0,0.59,0.87,573.0
2005-03-01,14.06,0.44,0.49,565.0
2005-03-02,2.69,0.5,0.52,572.0
2005-03-03,0.0,0.47,0.47,565.0
2005-03-04,0.0,0.61,0.75,547.0
2005-03-05,0.0,0.71,0.92,528.0
2005-03-06,5.25,0.66,0.95,520.0
2005-03-07,7.19,0.56,0.78,513.0
2005-03-08,40.15,0.74,1.04,517.0
2005-03-09,8.45,0.44,0.41,522.0
2005-03-10,0.0,0.65,0.69,509.0
2005-03-11,0.66,0.95,1.23,491.0
2005-03-12,0.44,1.07,1.25,478.0
2005-03-13,0.0,1.25,1.56,473.0
2005-03-14,3.05,0.85,1.05,467.0
2005-03-15,0.31,1.12,1.13,462.0
2005-03-16,0.0,1.35,1.5,457.0
2005-03-17,0.0,1.24,1.29,453.0
2005-03-18,7.24,0.87,0.88,448.0
2005-03-19,0.32,1.17,1.13,445.0
2005-03-20,0.0,1.37,1.43,441.0
2005-03-21,0.0,1.48,1.55,438.0
2005-03-22,2.17,1.32,1.38,435.0
2005-03-23,0.0,1.31,1.2,432.0
2005-03-24,0.0,2.02,2.11,429.0
2005-03-25,0.0,1.54,1.5,427.0
2005-03-26,0.0,1.82,1.86,425.0
2005-03-27,0.0,2.34,2.69,424.0
2005-03-28,6.12,1.49,1.66,422.0
2005-03-29,0.0,1.78,1.65,417.0
2005-03-30,0.0,2.12,2.06,409.0
2005-03-31,0.0,2.7,2.78,403.0
2005-04-01,4.6,1.01,0.88,395.0
2005-04-02,19.35,1.01,0.87,399.0
2005-04-03,16.35,1.39,1.27,527.0
2005-04-04,5.49,0.93,0.78,755.0
2005-04-05,0.0,1.74,1.47,1180.0
2005-04-06,0.0,3.08,2.98,1720.0
2005-04-07,10.12,1.07,0.89,2500.0
2005-04-08,0.03,2.26,1.99,2990.0
2005-04-09,0.0,2.4,2.12,3460.0
2005-04-10,0.0,2.13,1.79,3820.0
2005-04-11,0.0,1.87,1.51,4090.0
2005-04-12,2.15,1.37,1.08,4250.0
2005-04-13,1.6,2.04,1.63,4340.0
2005-04-14,0.0,2.29,1.85,4350.0
2005-04-15,0.0,3.36,2.97,4310.0
2005-04-16,0.0,4.13,4.39,4290.0
2005-04-17,0.0,4.49,4.82,4450.0
2005-04-18,0.0,3.34,2.95,4840.0
2005-04-19,0.01,4.52,4.63,5330.0
2005-04-20,0.0,3.19,2.77,6220.0
2005-04-21,0.0,2.49,2.05,6960.0
2005-04-22,0.0,3.45,3.01,7230.0
2005-04-23,12.95,1.79,1.51,7350.0
2005-04-24,7.9,2.32,2.05,7580.0
2005-04-25,12.78,2.68,2.43,9420.0
2005-04-26,0.0,3.62,3.08,12000.0
2005-04-27,4.8,3.36,3.57,11700.0
2005-04-28,40.22,1.55,1.24,12000.0
2005-04-29,12.02,1.85,1.51,13400.0
2005-04-30,6.34,3.27,3.16,13400.0
2005-05-01,2.45,2.48,2.07,13800.0
2005-05-02,0.52,3.67,3.06,13500.0
2005-05-03,0.58,3.58,2.97,12800.0
2005-05-04,0.0,3.96,3.35,11900.0
2005-05-05,0.0,4.72,4.24,11000.0
2005-05-06,0.0,5.07,4.76,10200.0
2005-05-07,1.46,3.47,2.93,9450.0
2005-05-08,3.96,1.41,1.12,8740.0
2005-05-09,0.0,5.48,5.12,8220.0
2005-05-10,0.0,5.58,5.23,7640.0
2005-05-11,4.97,4.28,4.55,7070.0
2005-05-12,0.0,2.52,1.99,6510.0
2005-05-13,0.0,3.3,2.73,5990.0
2005-05-14,0.0,4.44,3.94,5540.0
2005-05-15,11.05,2.11,1.78,5150.0
2005-05-16,10.24,0.97,0.76,4930.0
2005-05-17,1.3,3.41,2.77,4730.0
2005-05-18,0.0,4.23,3.55,4470.0
2005-05-19,0.0,4.55,3.86,4210.0
2005-05-20,2.24,2.72,2.23,3950.0
2005-05-21,2.76,1.75,1.37,3770.0
2005-05-22,16.24,1.73,1.35,3600.0
2005-05-23,3.4,2.9,2.42,3840.0
2005-05-24,0.0,5.25,4.55,3830.0
2005-05-25,0.1,5.59,5.1,3760.0
2005-05-26,8.36,3.52,3.15,3630.0
2005-05-27,0.13,3.43,2.71,3690.0
2005-05-28,2.56,2.51,2.06,3670.0
2005-05-29,5.43,2.29,1.89,3630.0
2005-05-30,0.0,4.21,3.44,3630.0
2005-05-31,0.0,6.03,5.56,3520.0
2005-06-01,0.0,6.39,6.29,3390.0
2005-06-02,0.0,6.76,6.94,3220.0
2005-06-03,0.0,6.63,6.55,3040.0
2005-06-04,1.1,5.77,5.47,2850.0
2005-06-05,0.0,5.32,4.7,2660.0
2005-06-06,12.38,1.59,1.28,2570.0
2005-06-07,0.0,5.53,5.06,2510.0
2005-06-08,0.0,4.77,4.11,2340.0
2005-06-09,0.0,5.74,5.67,2210.0
2005-06-10,0.0,6.42,6.9,2100.0
2005-06-11,3.13,5.34,5.33,1970.0
2005-06-12,12.14,4.14,4.15,1900.0
2005-06-13,3.0,5.13,4.97,1990.0
2005-06-14,4.51,1.53,1.3,2030.0
2005-06-15,15.77,1.27,1.06,2000.0
2005-06-16,4.86,1.67,1.4,2060.0
2005-06-17,10.34,0.93,0.75,2060.0
2005-06-18,3.62,1.82,1.5,2210.0
2005-06-19,0.0,5.1,4.89,2260.0
2005-06-20,0.0,5.48,5.77,2220.0
2005-06-21,2.55,4.78,5.2,2140.0
2005-06-22,0.0,3.55,3.07,2010.0
2005-06-23,0.0,5.06,5.21,1910.0
2005-06-24,0.33,5.13,5.12,1800.0
2005-06-25,0.0,5.75,5.8,1680.0
2005-06-26,0.0,5.19,5.01,1580.0
2005-06-27,0.0,5.71,6.18,1480.0
2005-06-28,0.0,5.64,5.76,1400.0
2005-06-29,0.0,4.36,4.13,1320.0
2005-06-30,0.0,4.32,4.03,1250.0
2005-07-01,0.48,4.13,3.83,1190.0
2005-07-02,0.0,3.64,3.23,1090.0
2005-07-03,0.0,5.4,5.84,1010.0
2005-07-04,0.0,5.59,5.97,954.0
2005-07-05,10.88,3.98,4.21,904.0
2005-07-06,0.0,4.24,3.93,878.0
2005-07-07,0.0,4.99,5.15,835.0
2005-07-08,0.0,5.25,5.68,784.0
2005-07-09,34.36,3.5,3.6,751.0
2005-07-10,8.66,3.79,3.97,1100.0
2005-07-11,0.66,4.93,4.87,916.0
2005-07-12,0.05,4.87,4.77,871.0
2005-07-13,10.07,3.65,3.81,843.0
2005-07-14,16.37,2.74,2.66,935.0
2005-07-15,0.0,4.66,4.57,1150.0
2005-07-16,0.0,5.15,5.51,1140.0
2005-07-17,0.0,5.4,6.05,1130.0
2005-07-18,4.92,3.7,4.12,1110.0
2005-07-19,8.66,3.47,3.8,1100.0
2005-07-20,0.0,3.83,3.69,1080.0
2005-07-21,0.0,4.93,5.18,1010.0
2005-07-22,5.46,3.67,4.11,940.0
2005-07-23,2.03,3.74,3.82,909.0
2005-07-24,0.24,3.85,3.71,836.0
2005-07-25,1.63,2.72,2.57,796.0
2005-07-26,6.18,3.75,4.29,743.0
2005-07-27,4.5,2.41,2.36,733.0
2005-07-28,0.0,4.26,4.26,696.0
2005-07-29,0.0,4.57,4.93,658.0
2005-07-30,0.0,3.95,3.92,607.0
2005-07-31,0.37,4.15,4.45,567.0
2005-08-01,8.21,2.55,2.59,549.0
2005-08-02,5.71,2.86,2.99,529.0
2005-08-03,0.0,3.65,3.54,495.0
2005-08-04,0.0,4.36,4.7,472.0
2005-08-05,2.57,3.58,4.21,458.0
2005-08-06,0.0,4.01,4.09,418.0
2005-08-07,0.0,4.49,5.07,408.0
2005-08-08,0.0,4.48,4.85,366.0
2005-08-09,0.0,4.62,5.12,348.0
2005-08-10,9.4,3.12,3.5,336.0
2005-08-11,0.0,3.59,3.6,323.0
2005-08-12,3.96,3.24,4.02,307.0
2005-08-13,0.04,3.92,4.19,304.0
2005-08-14,0.0,2.6,2.47,282.0
2005-08-15,0.0,3.86,4.2,263.0
2005-08-16,5.11,3.25,4.34,245.0
2005-08-17,0.06,2.86,2.79,229.0
2005-08-18,0.0,3.25,3.39,205.0
2005-08-19,0.0,3.5,4.11,193.0
2005-08-20,9.57,2.48,2.77,191.0
2005-08-21,4.78,2.32,2.48,216.0
2005-08-22,8.9,2.68,3.1,240.0
2005-08-23,2.57,2.46,2.74,243.0
2005-08-24,2.71,2.21,2.3,210.0
2005-08-25,0.0,3.4,3.8,192.0
2005-08-26,0.0,3.64,4.63,178.0
2005-08-27,0.0,3.66,4.81,168.0
2005-08-28,1.22,3.14,3.59,165.0
2005-08-29,17.06,2.18,2.48,166.0
2005-08-30,7.75,2.26,2.49,191.0
2005-08-31,60.63,1.29,1.39,309.0
2005-09-01,7.15,2.19,2.34,993.0
2005-09-02,0.0,3.09,3.52,598.0
2005-09-03,0.0,2.56,2.71,543.0
2005-09-04,0.0,2.62,2.87,504.0
2005-09-05,0.0,2.72,3.27,481.0
2005-09-06,0.0,2.97,4.05,459.0
2005-09-07,0.0,3.0,4.1,447.0
2005-09-08,9.84,2.02,2.43,447.0
2005-09-09,0.0,2.32,2.58,441.0
2005-09-10,0.0,2.13,2.39,421.0
2005-09-11,0.75,2.29,2.95,399.0
2005-09-12,0.0,2.58,3.31,383.0
2005-09-13,0.0,2.42,3.16,379.0
2005-09-14,0.0,2.66,3.6,374.0
2005-09-15,0.46,2.13,2.42,360.0
2005-09-16,5.65,1.92,2.67,343.0
2005-09-17,9.44,0.9,0.98,350.0
2005-09-18,3.87,1.03,1.11,363.0
2005-09-19,0.0,2.19,2.91,369.0
2005-09-20,6.75,1.59,2.24,358.0
2005-09-21,1.54,1.64,1.99,367.0
2005-09-22,6.3,1.49,1.94,361.0
2005-09-23,2.44,1.46,1.9,365.0
2005-09-24,0.0,1.62,2.08,345.0
2005-09-25,9.66,1.43,2.36,336.0
2005-09-26,49.75,1.29,1.66,496.0
2005-09-27,6.67,1.33,1.72,1040.0
2005-09-28,0.0,1.69,2.63,960.0
2005-09-29,16.56,1.38,2.07,1090.0
2005-09-30,0.0,1.24,1.5,1260.0
2005-10-01,0.0,1.48,2.59,1290.0
2005-10-02,0.0,1.59,2.75,1300.0
2005-10-03,0.0,1.65,3.23,1310.0
2005-10-04,0.0,1.69,3.19,1300.0
2005-10-05,0.0,1.69,2.73,1280.0
2005-10-06,0.0,1.23,1.57,1250.0
2005-10-07,31.05,1.22,1.96,1260.0
2005-10-08,7.46,0.42,0.51,1480.0
2005-10-09,0.44,0.78,0.81,1610.0
2005-10-10,3.17,0.55,0.67,1710.0
2005-10-11,0.0,0.98,1.3,1840.0
2005-10-12,0.0,0.98,1.81,1880.0
2005-10-13,0.0,0.95,1.66,1910.0
2005-10-14,2.9,0.92,1.38,1900.0
2005-10-15,52.28,0.75,0.94,1910.0
2005-10-16,36.49,0.32,0.4,3980.0
2005-10-17,4.01,0.66,0.79,6020.0
2005-10-18,0.0,0.67,0.73,6550.0
2005-10-19,10.5,0.74,1.02,6590.0
2005-10-20,1.19,0.65,0.76,6530.0
2005-10-21,0.0,0.67,0.98,6230.0
2005-10-22,0.0,0.63,1.06,5900.0
2005-10-23,0.8,0.6,0.74,5550.0
2005-10-24,0.0,0.61,0.76,5200.0
2005-10-25,31.63,0.3,0.37,4870.0
2005-10-26,15.59,0.24,0.3,5120.0
2005-10-27,0.0,0.49,0.55,5310.0
2005-10-28,0.0,0.5,0.55,5190.0
2005-10-29,0.0,0.44,1.11,5030.0
2005-10-30,0.0,0.41,1.47,4810.0
2005-10-31,0.99,0.55,0.94,4650.0
2005-11-01,0.0,0.59,1.11,4550.0
2005-11-02,0.0,0.51,0.74,4430.0
2005-11-03,8.21,0.4,0.47,4360.0
2005-11-04,5.73,0.29,0.34,4280.0
2005-11-05,0.0,0.4,0.5,4160.0
2005-11-06,12.53,0.42,0.67,4010.0
2005-11-07,4.61,0.41,0.68,4360.0
2005-11-08,0.0,0.38,0.45,4390.0
2005-11-09,8.39,0.38,0.49,4350.0
2005-11-10,4.19,0.35,0.6,4370.0
2005-11-11,0.0,0.31,0.44,4260.0
2005-11-12,0.0,0.26,0.54,4070.0
2005-11-13,0.02,0.13,1.02,3880.0
2005-11-14,0.67,0.16,1.08,3700.0
2005-11-15,7.14,0.28,0.4,3530.0
2005-11-16,15.84,0.23,0.87,3420.0
2005-11-17,2.57,0.3,0.61,3630.0
2005-11-18,0.0,0.21,0.39,3590.0
2005-11-19,0.0,0.06,0.64,3510.0
2005-11-20,0.0,0.09,0.66,3420.0
2005-11-21,0.32,0.31,0.53,3320.0
2005-11-22,47.36,0.32,0.58,3510.0
2005-11-23,3.57,0.22,0.45,4530.0
2005-11-24,8.79,0.14,0.5,4680.0
2005-11-25,0.01,0.11,0.33,4790.0
2005-11-26,2.01,0.04,0.48,4640.0
2005-11-27,0.29,-0.02,0.53,4470.0
2005-11-28,1.82,-0.04,0.81,4290.0
2005-11-29,0.67,-0.01,0.82,4150.0
2005-11-30,13.88,0.28,0.71,4160.0
2005-12-01,17.87,0.25,0.51,4400.0
2005-12-02,14.99,0.19,0.66,5360.0
2005-12-03,0.18,0.18,0.3,5960.0
2005-12-04,0.0,0.14,0.28,5940.0
2005-12-05,0.0,0.1,0.33,5700.0
2005-12-06,0.0,0.02,0.36,5360.0
2005-12-07,0.0,0.1,0.24,4990.0
2005-12-08,0.0,0.05,0.28,4620.0
2005-12-09,1.06,0.03,0.29,4290.0
2005-12-10,0.4,-0.05,0.49,3980.0
2005-12-11,0.0,0.0,0.46,3730.0
2005-12-12,0.16,0.08,0.31,3460.0
2005-12-13,0.0,0.02,0.24,3180.0
2005-12-14,0.0,0.04,0.25,2930.0
2005-12-15,0.0,0.03,0.29,2690.0
2005-12-16,23.81,0.02,0.52,2470.0
2005-12-17,0.11,-0.04,0.44,2360.0
2005-12-18,0.0,0.09,0.36,2210.0
2005-12-19,0.0,0.02,0.35,2070.0
2005-12-20,0.01,0.03,0.32,1950.0
2005-12-21,0.0,0.0,0.24,1830.0
2005-12-22,1.47,-0.03,0.47,1700.0
2005-12-23,4.66,0.01,0.64,1610.0
2005-12-24,3.98,0.18,0.39,1530.0
2005-12-25,27.11,0.17,0.31,1480.0
2005-12-26,41.65,0.15,0.28,1460.0
2005-12-27,5.02,0.14,0.25,1530.0
2005-12-28,2.26,-0.03,0.5,1560.0
2005-12-29,15.65,-0.0,0.7,1460.0
2005-12-30,9.22,0.13,0.37,1400.0
2005-12-31,0.0,0.01,0.26,1420.0
2006-01-01,1.69,-0.0,0.39,1410.0
2006-01-02,0.52,0.0,0.4,1350.0
2006-01-03,0.0,-0.02,0.44,1300.0
2006-01-04,0.0,-0.01,0.39,1260.0
2006-01-05,3.24,0.04,0.48,1220.0
2006-01-06,2.18,0.12,0.4,1190.0
2006-01-07,0.04,0.15,0.27,1160.0
2006-01-08,0.0,0.02,0.33,1130.0
2006-01-09,5.16,0.06,0.46,1100.0
2006-01-10,0.0,0.04,0.47,1080.0
2006-01-11,9.15,0.12,0.62,1050.0
2006-01-12,5.89,0.27,0.53,1030.0
2006-01-13,1.01,0.25,0.61,1010.0
2006-01-14,35.98,0.23,0.85,1030.0
2006-01-15,6.68,0.18,0.35,1160.0
2006-01-16,3.09,0.12,0.34,1370.0
2006-01-17,2.21,0.11,0.46,1620.0
2006-01-18,15.84,0.04,1.4,1860.0
2006-01-19,2.66,0.23,0.44,2070.0
2006-01-20,1.64,0.12,0.56,2270.0
2006-01-21,10.59,0.2,0.63,2420.0
2006-01-22,0.0,0.12,0.31,2560.0
2006-01-23,2.5,0.12,0.6,2610.0
2006-01-24,0.96,0.14,0.5,2610.0
2006-01-25,0.47,0.19,0.48,2590.0
2006-01-26,0.0,0.23,0.28,2560.0
2006-01-27,0.0,0.09,0.61,2510.0
2006-01-28,0.0,0.08,0.88,2420.0
2006-01-29,0.0,0.2,0.42,2350.0
2006-01-30,0.0,0.22,0.37,2240.0
2006-01-31,3.0,0.28,0.38,2160.0
2006-02-01,0.0,0.25,0.54,2080.0
2006-02-02,0.0,0.18,0.58,1990.0
2006-02-03,10.12,0.28,0.77,1920.0
2006-02-04,6.76,0.4,0.61,1860.0
2006-02-05,17.35,0.44,0.53,1870.0
2006-02-06,3.54,0.37,0.45,2060.0
2006-02-07,0.0,0.28,0.41,2080.0
2006-02-08,0.0,0.25,0.44,2080.0
2006-02-09,0.0,0.21,0.48,2060.0
2006-02-10,0.0,0.19,0.36,2030.0
2006-02-11,0.0,0.21,0.47,1970.0
2006-02-12,0.12,0.23,0.56,1890.0
2006-02-13,0.0,0.29,0.69,1810.0
2006-02-14,0.86,0.34,0.64,1730.0
2006-02-15,0.46,0.44,0.94,1660.0
2006-02-16,6.07,0.41,0.54,1620.0
2006-02-17,13.53,0.46,1.08,1680.0
2006-02-18,0.0,0.22,0.21,1680.0
2006-02-19,0.0,0.26,0.35,1640.0
2006-02-20,0.0,0.4,0.75,1580.0
2006-02-21,0.41,0.44,0.73,1520.0
2006-02-22,0.0,0.48,0.8,1460.0
2006-02-23,3.21,0.49,0.84,1400.0
2006-02-24,0.0,0.54,0.69,1350.0
2006-02-25,0.0,0.39,0.53,1310.0
2006-02-26,0.0,0.36,0.42,1270.0
2006-02-27,2.71,0.27,0.29,1230.0
2006-02-28,2.31,0.33,0.35,1190.0
2006-03-01,3.29,0.33,0.46,1150.0
2006-03-02,0.05,0.56,0.79,1120.0
2006-03-03,0.47,0.53,0.71,1080.0
2006-03-04,0.0,0.8,1.14,1050.0
2006-03-05,0.0,0.84,0.99,1020.0
2006-03-06,0.0,0.89,1.08,993.0
2006-03-07,0.0,0.87,1.17,966.0
2006-03-08,0.0,0.76,0.95,938.0
2006-03-09,2.76,0.69,1.28,911.0
2006-03-10,3.18,0.92,1.44,890.0
2006-03-11,0.0,1.0,1.01,874.0
2006-03-12,2.6,1.17,1.73,867.0
2006-03-13,0.43,1.12,1.19,891.0
2006-03-14,15.44,0.54,0.51,987.0
2006-03-15,0.96,0.69,0.57,1120.0
2006-03-16,0.0,0.79,0.7,1140.0
2006-03-17,0.0,0.84,0.77,1160.0
2006-03-18,0.0,0.81,0.74,1190.0
2006-03-19,0.0,0.99,0.99,1190.0
2006-03-20,0.0,1.28,1.39,1200.0
2006-03-21,0.0,1.35,1.39,1180.0
2006-03-22,1.23,1.38,1.35,1170.0
2006-03-23,0.0,1.37,1.25,1180.0
2006-03-24,0.0,1.28,1.13,1200.0
2006-03-25,0.0,1.51,1.37,1220.0
2006-03-26,0.0,1.65,1.54,1250.0
2006-03-27,0.0,1.54,1.4,1290.0
2006-03-28,0.0,2.19,2.3,1330.0
2006-03-29,0.0,2.45,2.7,1400.0
2006-03-30,0.0,2.52,2.74,1530.0
2006-03-31,0.0,2.49,2.6,1730.0
2006-04-01,3.14,2.01,2.25,2030.0
2006-04-02,0.35,1.54,1.32,2620.0
2006-04-03,0.0,2.3,2.23,3140.0
2006-04-04,5.58,1.47,1.36,3550.0
2006-04-05,2.41,1.22,1.03,3910.0
2006-04-06,0.94,1.61,1.33,4100.0
2006-04-07,2.56,1.97,1.96,4230.0
2006-04-08,0.0,1.86,1.54,4470.0
2006-04-09,0.0,2.33,2.04,4530.0
2006-04-10,0.0,2.83,2.66,4620.0
2006-04-11,0.0,3.29,3.32,4740.0
2006-04-12,0.0,3.67,4.16,4990.0
2006-04-13,0.37,3.07,2.94,5530.0
2006-04-14,0.0,2.8,2.55,6070.0
2006-04-15,18.99,2.11,2.08,6650.0
2006-04-16,6.39,1.21,0.99,7670.0
2006-04-17,2.46,1.98,1.71,7950.0
2006-04-18,0.0,2.69,2.33,7900.0
2006-04-19,0.0,3.77,3.85,7820.0
2006-04-20,0.0,3.31,3.17,7730.0
2006-04-21,0.0,3.57,3.6,7480.0
2006-04-22,0.0,3.94,4.46,7110.0
2006-04-23,0.0,4.03,4.45,6700.0
2006-04-24,5.14,2.08,1.92,6340.0
2006-04-25,3.38,1.86,1.66,6100.0
2006-04-26,1.8,2.55,2.32,5750.0
2006-04-27,0.0,2.48,2.1,5380.0
2006-04-28,0.0,3.07,2.85,4980.0
2006-04-29,0.0,3.9,4.08,4620.0
2006-04-30,0.0,4.52,5.3,4270.0
2006-05-01,0.15,4.26,4.61,3960.0
2006-05-02,12.12,2.03,1.83,3740.0
2006-05-03,0.0,3.67,3.44,3640.0
2006-05-04,5.21,3.53,3.81,3410.0
2006-05-05,0.71,3.63,3.46,3260.0
2006-05-06,6.86,2.82,2.78,3060.0
2006-05-07,0.0,2.71,2.32,2940.0
2006-05-08,0.0,4.13,4.44,2770.0
2006-05-09,1.88,4.08,4.69,2600.0
2006-05-10,2.07,3.16,3.04,2440.0
2006-05-11,5.13,2.2,2.03,2320.0
2006-05-12,0.87,3.65,3.49,2260.0
2006-05-13,0.0,4.57,5.14,2160.0
2006-05-14,0.0,4.6,5.24,2060.0
2006-05-15,0.0,4.58,5.24,1960.0
2006-05-16,22.46,2.6,2.55,1900.0
2006-05-17,18.25,1.74,1.6,2310.0
2006-05-18,8.13,1.16,1.02,2750.0
2006-05-19,16.46,2.22,2.06,3370.0
2006-05-20,7.29,1.14,1.01,4300.0
2006-05-21,3.61,2.06,1.84,4670.0
2006-05-22,2.52,1.24,1.04,4770.0
2006-05-23,0.03,2.4,1.97,4750.0
2006-05-24,0.0,3.58,3.15,4600.0
2006-05-25,0.24,4.25,4.05,4410.0
2006-05-26,1.28,4.54,4.38,4180.0
2006-05-27,0.0,4.33,4.03,3910.0
2006-05-28,0.0,4.9,5.19,3650.0
2006-05-29,0.0,4.72,4.63,3380.0
2006-05-30,2.49,4.03,4.45,3110.0
2006-05-31,3.22,4.31,4.79,2880.0
2006-06-01,0.0,4.49,4.19,2630.0
2006-06-02,0.0,5.05,5.34,2420.0
2006-06-03,4.33,2.36,2.12,2240.0
2006-06-04,0.0,3.46,2.97,2100.0
2006-06-05,0.0,5.09,5.28,1940.0
2006-06-06,0.0,5.41,5.86,1800.0
2006-06-07,2.48,4.11,4.43,1670.0
2006-06-08,11.14,1.85,1.61,1550.0
2006-06-09,6.27,2.52,2.25,1520.0
2006-06-10,26.53,2.65,2.4,1540.0
2006-06-11,6.91,2.68,2.43,1850.0
2006-06-12,3.26,3.7,3.57,1800.0
2006-06-13,0.0,4.64,4.16,1800.0
2006-06-14,0.0,5.16,5.0,1780.0
2006-06-15,0.0,5.22,5.24,1710.0
2006-06-16,0.0,5.54,5.81,1650.0
2006-06-17,0.99,5.01,4.91,1590.0
2006-06-18,0.0,5.8,5.93,1510.0
2006-06-19,15.02,4.19,4.42,1470.0
2006-06-20,16.86,3.47,3.44,1560.0
2006-06-21,1.21,4.0,3.66,1680.0
2006-06-22,3.43,4.16,4.3,1550.0
2006-06-23,2.41,3.41,3.24,1500.0
2006-06-24,0.0,5.1,5.11,1440.0
2006-06-25,0.0,5.19,5.16,1350.0
2006-06-26,9.38,3.39,3.38,1270.0
2006-06-27,6.55,3.66,3.67,1260.0
2006-06-28,2.72,3.19,2.99,1230.0
2006-06-29,13.5,3.8,3.88,1170.0
2006-06-30,9.83,2.11,1.91,1200.0
2006-07-01,6.84,3.47,3.41,1250.0
2006-07-02,10.13,3.79,3.92,1210.0
2006-07-03,9.92,3.82,3.9,1210.0
2006-07-04,9.84,3.59,3.59,1260.0
2006-07-05,0.15,4.54,4.19,1260.0
2006-07-06,0.0,4.71,4.37,1170.0
2006-07-07,0.0,5.14,4.98,1120.0
2006-07-08,0.0,5.47,5.56,1090.0
2006-07-09,0.0,4.97,4.79,1050.0
2006-07-10,3.01,4.13,4.0,1000.0
2006-07-11,5.86,3.91,4.14,992.0
2006-07-12,1.25,4.43,4.32,952.0
2006-07-13,6.15,3.55,3.64,907.0
2006-07-14,0.63,4.93,4.82,875.0
2006-07-15,12.94,4.06,4.42,832.0
2006-07-16,3.25,3.8,3.97,877.0
2006-07-17,5.46,3.9,4.13,855.0
2006-07-18,3.89,3.44,3.38,845.0
2006-07-19,0.0,5.08,5.19,805.0
