time,prcp(mm/h),pet(mm/h),flow(m^3/s)
2016-08-10 00:00:00,0.0003,1.204,7.924650092800001
2016-08-10 09:00:00,0.0009,4.8221,7.9010718449777775
2016-08-10 18:00:00,0.0,7.7957,7.893998311822222
2016-08-11 03:00:00,0.0,0.4506,7.731308372444445
2016-08-11 12:00:00,0.0,11.2039,7.790253991999999
2016-08-11 21:00:00,0.0,2.6003,7.693583205333334
2016-08-12 06:00:00,0.0006,0.0277,7.556829309155556
2016-08-12 15:00:00,0.0099,10.1268,7.655858038222221
2016-08-13 00:00:00,0.0105,0.0134,7.488452361066667
2016-08-13 09:00:00,0.0062,6.2644,7.490810156444444
2016-08-13 18:00:00,0.0054,5.8313,7.490810156444444
2016-08-14 03:00:00,0.0037,0.0015,7.413002026844445
2016-08-14 12:00:00,0.0005,9.5158,7.358771998044444
2016-08-14 21:00:00,0.0,2.2031,7.394139369777777
2016-08-15 06:00:00,0.0,0.1901,7.309257707022223
2016-08-15 15:00:00,0.0,11.6891,7.342267283377778
2016-08-16 00:00:00,0.0,0.8852,7.214944715733334
2016-08-16 09:00:00,0.0,5.2789,7.189008672533333
2016-08-16 18:00:00,0.0,8.3389,7.250312087466668
2016-08-17 03:00:00,0.0,2.1894,7.045181243200001
2016-08-17 12:00:00,0.0,12.6482,7.061686104888888
2016-08-17 21:00:00,0.0,4.219,6.972088704355556
2016-08-18 06:00:00,0.0,1.0828,6.875417917688889
2016-08-18 15:00:00,0.0,11.6488,6.955583989688888
2016-08-19 00:00:00,0.0,0.0324,6.868344384533334
2016-08-19 09:00:00,0.0,5.3802,6.882491303822222
2016-08-19 18:00:00,0.0021,4.7827,6.896638370133332
2016-08-20 03:00:00,0.0254,0.0033,6.840050545955555
2016-08-20 12:00:00,0.008,8.9474,6.8612709984
2016-08-20 21:00:00,0.0049,2.067,6.762242269333334
2016-08-21 06:00:00,0.0292,0.0153,6.68914973048889
2016-08-21 15:00:00,0.0017,9.783,6.811756560355556
2016-08-22 00:00:00,0.0016,0.1026,6.743379612266667
2016-08-22 09:00:00,0.0009,5.2932,6.708012240533333
2016-08-22 18:00:00,0.0,6.4767,6.762242269333334
2016-08-23 03:00:00,0.0,0.1355,6.6561401541333325
2016-08-23 12:00:00,0.0,10.7248,6.634919701688889
2016-08-23 21:00:00,0.0,2.2056,6.613699249244444
2016-08-24 06:00:00,0.0,0.0335,6.514670667200001
2016-08-24 15:00:00,0.0,10.3144,6.613699249244444
2016-08-25 00:00:00,0.0,0.0758,6.557111572088889
2016-08-25 09:00:00,0.0009,4.265,6.542964505777777
2016-08-25 18:00:00,0.0,6.1005,6.592478943822223
2016-08-26 03:00:00,0.0002,0.0347,6.50052374791111
2016-08-26 12:00:00,0.0049,9.6053,6.50052374791111
2016-08-26 21:00:00,0.0067,1.6237,6.514670667200001
2016-08-27 06:00:00,0.0292,0.0021,6.451009309866667
2016-08-27 15:00:00,0.0034,7.4355,6.493450214755556
2016-08-28 00:00:00,0.0051,0.0453,6.514670667200001
2016-08-28 09:00:00,0.0092,5.0946,6.4863766816
2016-08-28 18:00:00,0.0073,4.1012,6.57833187751111
2016-08-29 03:00:00,0.0297,0.0011,6.564184958222223
2016-08-29 12:00:00,0.0035,6.9955,6.57833187751111
2016-08-29 21:00:00,0.0027,0.772,6.606625863111111
2016-08-30 06:00:00,0.0593,0.0061,6.599552329955555
2016-08-30 15:00:00,0.0015,7.1169,6.705654445155555
2016-08-31 00:00:00,0.0015,0.0574,6.613699249244444
2016-08-31 09:00:00,0.0006,4.4079,6.634919701688889
2016-08-31 18:00:00,0.0059,2.171,6.658497949511111
2016-09-01 03:00:00,0.0024,0.014,6.686791935111112
2016-09-01 12:00:00,0.0001,7.1926,6.708012240533333
2016-09-01 21:00:00,0.0,0.9145,6.717443569066667
2016-09-02 06:00:00,0.0005,0.1171,6.649066620977777
2016-09-02 15:00:00,0.0,7.2607,6.743379612266667
2016-09-03 00:00:00,0.0,0.8137,6.670287073422223
2016-09-03 09:00:00,0.0,4.0181,6.649066620977777
2016-09-03 18:00:00,0.0,5.9844,6.599552329955555
2016-09-04 03:00:00,0.0,0.6078,6.535891119644444
2016-09-04 12:00:00,0.0009,9.0221,6.557111572088889
2016-09-04 21:00:00,0.0,2.7612,6.514670667200001
2016-09-05 06:00:00,0.0,0.7113,6.472229762311111
2016-09-05 15:00:00,0.0,10.7611,6.557111572088889
2016-09-06 00:00:00,0.0,0.5441,6.451009309866667
2016-09-06 09:00:00,0.0004,3.8599,6.443935923733332
2016-09-06 18:00:00,0.0,3.727,6.465156376177779
2016-09-07 03:00:00,0.0,0.2823,6.403852814222223
2016-09-07 12:00:00,0.0004,9.4737,6.5075971340444445
2016-09-07 21:00:00,0.0,3.4142,6.493450214755556
2016-09-08 06:00:00,0.0,1.3981,6.366127647111111
2016-09-08 15:00:00,0.0004,11.9062,6.4345045952
2016-09-09 00:00:00,0.0004,3.6036,6.300108494400001
2016-09-09 09:00:00,0.0,5.0199,6.217584627022222
2016-09-09 18:00:00,0.0,8.2794,6.2034377077333325
2016-09-10 03:00:00,0.0,1.5514,6.090262206399999
2016-09-10 12:00:00,0.0009,10.4551,6.125629578133334
2016-09-10 21:00:00,0.0001,1.6444,6.118556044977778
2016-09-11 06:00:00,0.0,0.0096,6.026600849066667
2016-09-11 15:00:00,0.0,9.4421,6.097335592533333
2016-09-12 00:00:00,0.0004,2.2344,6.033674382222222
2016-09-12 09:00:00,0.0009,4.3743,6.040747768355556
2016-09-12 18:00:00,0.0,8.5796,6.026600849066667
2016-09-13 03:00:00,0.0,3.3351,5.977086558044444
2016-09-13 12:00:00,0.0,9.3309,6.069041753955556
2016-09-13 21:00:00,0.0,1.1318,6.040747768355556
2016-09-14 06:00:00,0.0,0.0028,6.005380396622222
2016-09-14 15:00:00,0.0,7.0726,6.118556044977778
2016-09-15 00:00:00,0.0,0.0024,6.097335592533333
2016-09-15 09:00:00,0.0013,3.475,6.125629578133334
2016-09-15 18:00:00,0.0,4.2911,6.146849883555555
2016-09-16 03:00:00,0.0,0.0454,6.132702964266668
2016-09-16 12:00:00,0.0,9.6383,6.182217255288889
2016-09-16 21:00:00,0.0,1.029,6.139776497422223
2016-09-17 06:00:00,0.0,0.0134,6.069041753955556
2016-09-17 15:00:00,0.0002,7.6519,6.104409125688889
2016-09-18 00:00:00,0.0062,0.0523,6.0548946876444445
2016-09-18 09:00:00,0.0037,3.1603,6.0619682208
2016-09-18 18:00:00,0.003,2.7492,6.0619682208
2016-09-19 03:00:00,0.0,0.0254,5.9983070104888885
2016-09-19 12:00:00,0.0009,8.9556,6.0619682208
2016-09-19 21:00:00,0.0,3.7127,6.033674382222222
2016-09-20 06:00:00,0.0027,0.6692,5.984159944177778
2016-09-20 15:00:00,0.0,8.5963,6.040747768355556
2016-09-21 00:00:00,0.0,0.8447,5.984159944177778
2016-09-21 09:00:00,0.0,3.4645,6.0761151400888895
2016-09-21 18:00:00,0.0161,2.6082,6.097335592533333
2016-09-22 03:00:00,0.0093,0.0028,6.097335592533333
2016-09-22 12:00:00,0.1574,6.7829,6.153923416711111
2016-09-22 21:00:00,0.0,0.2487,6.168070336000001
2016-09-23 06:00:00,0.0001,0.0035,6.210511240888889
2016-09-23 15:00:00,0.966,1.8311,6.32840248
2016-09-24 00:00:00,0.0059,0.1464,6.373201180266667
2016-09-24 09:00:00,0.0,2.029,6.4863766816
2016-09-24 18:00:00,0.0,6.7777,6.571258491377778
2016-09-25 03:00:00,0.0,2.998,6.627846315555556
2016-09-25 12:00:00,0.0,10.7629,6.599552329955555
2016-09-25 21:00:00,0.0,4.9391,6.472229762311111
2016-09-26 06:00:00,0.0,2.5936,6.288319370488889
2016-09-26 15:00:00,0.0,10.4849,6.252951998755554
2016-09-27 00:00:00,0.0,0.0332,6.139776497422223
2016-09-27 09:00:00,0.0,3.187,6.0548946876444445
2016-09-27 18:00:00,0.0,5.0809,5.977086558044444
2016-09-28 03:00:00,0.0,0.2378,5.927572267022222
2016-09-28 12:00:00,0.0,8.0526,5.941719186311111
2016-09-28 21:00:00,0.0,0.9616,5.913425200711111
2016-09-29 06:00:00,0.0006,0.009,5.870984442844445
2016-09-29 15:00:00,0.0001,6.0263,5.9983070104888885
2016-09-30 00:00:00,0.04,0.0124,6.019527315911111
2016-09-30 09:00:00,0.0367,1.6564,6.040747768355556
2016-09-30 18:00:00,0.0018,2.8608,6.026600849066667
2016-10-01 03:00:00,2.5349,0.4029,6.120913840355555
2016-10-01 12:00:00,0.4518,2.2938,6.557111572088889
2016-10-01 21:00:00,0.3499,0.2289,7.222018101866667
2016-10-02 06:00:00,5.2614,0.1926,9.209664746133331
2016-10-02 15:00:00,2.9224,0.951,11.055841756444446
2016-10-03 00:00:00,0.0215,0.1192,14.493550641777778
2016-10-03 09:00:00,0.8959,1.0465,15.3423677104
2016-10-03 18:00:00,0.5606,0.6986,13.51976894791111
2016-10-04 03:00:00,0.6304,0.009,11.6995279808
2016-10-04 12:00:00,0.7282,1.8517,11.336422934933331
2016-10-04 21:00:00,0.0886,0.087,12.1239364416
2016-10-05 06:00:00,1.7133,0.1723,12.864293599644444
2016-10-05 15:00:00,1.1033,1.147,14.10450955271111
2016-10-06 00:00:00,0.0008,0.014,17.381886294044445
2016-10-06 09:00:00,0.0,1.1312,16.214763026844444
2016-10-06 18:00:00,0.0,1.2632,13.201462455288889
2016-10-07 03:00:00,0.7654,0.0117,11.350569854222222
2016-10-07 12:00:00,0.0029,4.5031,10.22117160711111
2016-10-07 21:00:00,0.0008,0.1051,9.619926287644445
2016-10-08 06:00:00,0.0014,0.0092,9.063479521422222
2016-10-08 15:00:00,0.003,4.9152,8.759320095111113
2016-10-09 00:00:00,0.0104,0.0029,8.450445078044444
2016-10-09 09:00:00,0.0,3.0688,8.259461153066667
2016-10-09 18:00:00,0.0,1.6861,8.054330455822223
2016-10-10 03:00:00,0.0001,0.0134,7.877493597155556
2016-10-10 12:00:00,0.0003,5.9545,7.8185479776
2016-10-10 21:00:00,0.0029,0.0666,7.6582158336
2016-10-11 06:00:00,0.0183,0.1343,7.563902842311111
2016-10-11 15:00:00,0.002,4.2427,7.497883689599999
2016-10-12 00:00:00,0.0017,0.0092,7.413002026844445
2016-10-12 09:00:00,0.0004,2.5086,7.394139369777777
2016-10-12 18:00:00,0.0003,1.8525,7.358771998044444
2016-10-13 03:00:00,2.4067,1.2674,7.43422247928889
2016-10-13 12:00:00,4.8011,0.9059,10.25182338808889
2016-10-13 21:00:00,25.5311,0.6025,158.06859221902224
2016-10-14 06:00:00,2.3896,0.3984,490.6633955482667
2016-10-14 15:00:00,4.4459,0.9665,231.18474739004444
2016-10-15 00:00:00,2.0299,0.3537,171.41388210364445
2016-10-15 09:00:00,8.0234,1.5027,139.3003047472
2016-10-15 18:00:00,8.0256,0.6217,589.2204832069333
2016-10-16 03:00:00,5.3029,0.5028,460.24745218204447
2016-10-16 12:00:00,13.1015,0.5755,1073.517750961067
2016-10-16 21:00:00,4.7498,0.3453,1128.2192925246222
2016-10-17 06:00:00,4.6443,0.2181,758.276540087289
2016-10-17 15:00:00,4.8237,1.1884,543.7144594702222
2016-10-18 00:00:00,7.2564,0.2991,587.3342230871112
2016-10-18 09:00:00,0.5886,0.6468,659.2478874721778
2016-10-18 18:00:00,0.0001,0.5588,422.5222512558223
2016-10-19 03:00:00,0.0,0.0022,298.2648703834667
2016-10-19 12:00:00,0.0,4.5421,227.22360131484444
2016-10-19 21:00:00,0.0,0.1276,183.1558508423111
2016-10-20 06:00:00,0.0,0.1174,152.8342206144
2016-10-20 15:00:00,0.0684,2.1542,131.73168631413333
2016-10-21 00:00:00,0.0051,0.0065,115.41553676284448
2016-10-21 09:00:00,0.4459,0.4765,103.4849420416
2016-10-21 18:00:00,0.0023,0.3547,94.05364173653332
2016-10-22 03:00:00,0.0003,0.0125,85.87198871306667
2016-10-22 12:00:00,0.0,3.9425,79.15218734862222
2016-10-22 21:00:00,0.0,0.2051,73.32835940142222
2016-10-23 06:00:00,0.0,0.2521,68.16472254026667
2016-10-23 15:00:00,0.0,3.4167,64.27431120853333
2016-10-24 00:00:00,0.1767,1.7853,60.71399534631111
2016-10-24 09:00:00,7.6179,0.9029,66.1134146856889
2016-10-24 18:00:00,1.7725,0.4269,209.5634916376889
2016-10-25 03:00:00,0.1884,0.415,222.95593787093333
2016-10-25 12:00:00,0.0006,4.6709,168.58449192391114
2016-10-25 21:00:00,5.2963,0.4474,151.04227348586667
2016-10-26 06:00:00,0.1687,1.5484,191.8798035656889
2016-10-26 15:00:00,1.0472,1.3544,203.6453506992
2016-10-27 00:00:00,5.5468,0.0892,192.3985251648
2016-10-27 09:00:00,7.599,0.1869,433.6040290554666
2016-10-27 18:00:00,0.1727,0.4607,510.4691260712889
2016-10-28 03:00:00,0.0,0.078,353.4379769034666
2016-10-28 12:00:00,0.0,3.8203,267.5188315477333
2016-10-28 21:00:00,0.0,0.2898,216.2361365064889
2016-10-29 06:00:00,1.3443,0.0364,191.26676912231116
2016-10-29 15:00:00,3.6657,1.2564,171.60250808622223
2016-10-30 00:00:00,1.4575,0.1166,156.4416929722667
2016-10-30 09:00:00,9.3012,0.2934,173.2294073329778
2016-10-30 18:00:00,5.4997,0.3628,361.6903646704
2016-10-31 03:00:00,0.734,0.2078,611.3840388062222
2016-10-31 12:00:00,2.3569,2.035,462.8410597365333
2016-10-31 21:00:00,0.1914,0.1266,412.3836035160888
2016-11-01 06:00:00,0.202,0.0395,343.77089412017784
2016-11-01 15:00:00,0.0001,3.0592,285.0846283806222
2016-11-02 00:00:00,0.0,0.2351,241.6534905992889
2016-11-02 09:00:00,0.0004,1.091,209.04477003857775
2016-11-02 18:00:00,0.0011,0.7725,183.8160419283556
2016-11-03 03:00:00,0.0,0.1537,163.9631549096889
2016-11-03 12:00:00,0.0,3.2834,146.65671894986667
2016-11-03 21:00:00,0.0,0.0095,134.0187764999111
2016-11-04 06:00:00,0.0,0.0107,123.3849855559111
2016-11-04 15:00:00,0.0,4.0763,114.77892407164444
2016-11-05 00:00:00,0.0,0.4171,106.29075382648888
2016-11-05 09:00:00,0.0202,1.1036,99.26443509333336
2016-11-05 18:00:00,14.3575,0.3045,105.63056274044445
2016-11-06 03:00:00,0.1719,0.0257,191.19603437884444
2016-11-06 12:00:00,0.0704,1.5468,181.59968633902224
2016-11-06 21:00:00,0.0544,0.2268,158.61089191893333
2016-11-07 06:00:00,0.0,0.195,141.79959931040003
2016-11-07 15:00:00,0.0,2.7904,128.8787178865778
2016-11-08 00:00:00,0.0,0.0403,117.93840957386666
2016-11-08 09:00:00,0.007,0.4541,108.93151787662224
2016-11-08 18:00:00,0.0,0.2735,102.37676424693332
2016-11-09 03:00:00,0.1085,0.0958,96.12852783893334
2016-11-09 12:00:00,0.0,3.175,91.27140819946666
2016-11-09 21:00:00,0.0002,0.0032,86.41428856
2016-11-10 06:00:00,0.0001,0.0009,82.28809475004445
2016-11-10 15:00:00,0.0009,3.3249,78.6806223921778
2016-11-11 00:00:00,0.0004,0.0069,75.2617760168889
2016-11-11 09:00:00,0.0004,0.2399,72.00797737635556
2016-11-11 18:00:00,1.2025,1.4362,69.79162178702222
2016-11-12 03:00:00,0.7935,0.1577,75.92196695591112
2016-11-12 12:00:00,0.4138,1.4774,79.27007858773332
2016-11-12 21:00:00,0.0,0.0315,84.22151121848889
2016-11-13 06:00:00,0.0094,0.0004,81.36854293795555
2016-11-13 15:00:00,0.0,2.5568,77.3602403671111
2016-11-14 00:00:00,0.0,0.036,73.7056115136
2016-11-14 09:00:00,0.3778,0.2673,70.56970411217777
2016-11-14 18:00:00,6.6473,0.4831,71.25347344604445
2016-11-15 03:00:00,7.0708,0.2054,96.95376651271113
2016-11-15 12:00:00,1.2169,1.1438,265.53825858364445
2016-11-15 21:00:00,0.259,0.0239,229.20417427893332
2016-11-16 06:00:00,0.0739,0.0205,206.52189722755557
2016-11-16 15:00:00,1.3971,0.6999,186.40964948284443
2016-11-17 00:00:00,0.0001,0.0041,167.75925325013338
2016-11-17 09:00:00,0.0,0.3695,151.56099508497778
2016-11-17 18:00:00,0.0,0.6551,138.21570520035556
2016-11-18 03:00:00,0.0,0.1925,127.29897513546668
2016-11-18 12:00:00,0.0,3.1766,118.50428766862224
2016-11-18 21:00:00,3.6302,1.3204,111.2186082094222
2016-11-19 06:00:00,2.3968,0.4976,119.21163510328888
2016-11-19 15:00:00,1.581,1.6561,137.50835761866665
2016-11-20 00:00:00,2.8081,0.462,150.90080399893333
2016-11-20 09:00:00,1.5525,0.3614,279.3079569290667
2016-11-20 18:00:00,1.0242,0.148,389.9842652915555
2016-11-21 03:00:00,1.3983,0.059,354.38110696337776
2016-11-21 12:00:00,0.2713,2.2214,326.08720619520005
2016-11-21 21:00:00,0.0,0.0148,280.3689782280889
2016-11-22 06:00:00,0.0,0.2033,239.6729176352
2016-11-22 15:00:00,7.4991,1.1348,211.89773831911108
2016-11-23 00:00:00,1.5656,0.1357,296.5200798976
2016-11-23 09:00:00,2.3189,0.2369,350.37280424551113
2016-11-23 18:00:00,0.2149,0.3149,369.47118733386674
2016-11-24 03:00:00,0.1748,0.9818,322.7862510590222
2016-11-24 12:00:00,2.2664,1.0557,275.2996543582222
2016-11-24 21:00:00,4.4488,0.6996,250.11808259662223
2016-11-25 06:00:00,9.3395,0.5158,300.95279092924443
2016-11-25 15:00:00,3.2161,1.2205,497.9726532552889
2016-11-26 00:00:00,0.0,0.8101,433.839811533689
2016-11-26 09:00:00,0.2106,0.7219,350.6085868707555
2016-11-26 18:00:00,5.5964,0.231,321.37155604266667
2016-11-27 03:00:00,1.1247,0.0533,424.1727287503999
2016-11-27 12:00:00,0.074,1.4441,383.61813764444446
2016-11-27 21:00:00,2.488,0.302,336.9332015166222
2016-11-28 06:00:00,0.8015,0.1621,331.5102037824
2016-11-28 15:00:00,0.1217,1.8513,322.7862510590222
2016-11-29 00:00:00,0.0009,0.0575,290.2246869939556
2016-11-29 09:00:00,0.0,0.1652,257.6159662862222
2016-11-29 18:00:00,0.0,0.6489,231.56199935520004
2016-11-30 03:00:00,1.4615,0.0682,212.13352094435555
2016-11-30 12:00:00,0.1886,2.025,198.2459312128
2016-11-30 21:00:00,0.0007,0.335,181.41106035644444
2016-12-01 06:00:00,0.0002,0.1442,167.05190566844445
2016-12-01 15:00:00,0.0,3.6758,155.71076714275554
2016-12-02 00:00:00,0.0004,0.2936,145.50138465955555
2016-12-02 09:00:00,0.0018,0.3198,136.16439734577776
2016-12-02 18:00:00,0.0006,0.8448,128.64293540835556
2016-12-03 03:00:00,0.0138,0.0643,122.1117600264889
2016-12-03 12:00:00,0.0018,3.5888,116.35866682275557
2016-12-03 21:00:00,0.0,0.1314,110.44052588426668
2016-12-04 06:00:00,0.1457,0.0054,105.5834062448
2016-12-04 15:00:00,4.1221,0.2494,103.29631605902225
2016-12-05 00:00:00,0.0092,0.1421,114.59029808906666
2016-12-05 09:00:00,0.0002,0.2539,112.0202687824
2016-12-05 18:00:00,0.8101,0.6296,106.10212784391112
2016-12-06 03:00:00,1.216,0.1031,103.76788101546668
2016-12-06 12:00:00,0.2634,1.9327,104.71101107537775
2016-12-06 21:00:00,0.0,0.2259,100.93849098275555
2016-12-07 06:00:00,0.0009,0.2591,96.90661001706668
2016-12-07 15:00:00,0.1368,1.2848,93.34629430186668
2016-12-08 00:00:00,2.4684,0.4807,91.6250819168
2016-12-08 09:00:00,2.6488,0.3215,98.17983554648887
2016-12-08 18:00:00,3.2002,0.1243,156.81894493742223
2016-12-09 03:00:00,2.6491,0.0357,292.60609031804444
2016-12-09 12:00:00,1.9773,0.3014,325.3798586135111
2016-12-09 21:00:00,12.4367,0.0667,409.0826483799112
2016-12-10 06:00:00,1.4512,0.0931,946.1951975777778
2016-12-10 15:00:00,0.4865,1.1476,624.587859056889
2016-12-11 00:00:00,0.2661,0.0451,449.6372394858667
2016-12-11 09:00:00,1.0363,0.2195,358.8609744906667
2016-12-11 18:00:00,0.3996,0.1637,306.98882310684445
2016-12-12 03:00:00,1.1541,0.0341,269.2400439328
2016-12-12 12:00:00,0.0231,1.9518,241.86569497671115
2016-12-12 21:00:00,0.0,0.2273,218.3581791045333
2016-12-13 06:00:00,0.0,0.0129,199.30695251182223
2016-12-13 15:00:00,0.0151,1.3114,184.75917184124447
2016-12-14 00:00:00,4.2942,0.222,174.19611564071113
2016-12-14 09:00:00,13.3928,0.2743,322.10248187217786
2016-12-14 18:00:00,10.151,0.5909,1714.374603514667
2016-12-15 03:00:00,6.0473,0.0267,2099.8790009848885
2016-12-15 12:00:00,0.072,0.4948,1203.9054770023113
2016-12-15 21:00:00,0.0507,0.284,767.4720579141333
2016-12-16 06:00:00,0.0011,0.2033,565.8780150695111
2016-12-16 15:00:00,0.0,3.5462,446.33628434968887
2016-12-17 00:00:00,0.0,0.2822,370.650099872
2016-12-17 09:00:00,0.0,0.2588,315.24121087377785
2016-12-17 18:00:00,0.0,1.3461,276.2192060232889
2016-12-18 03:00:00,0.0,0.4736,246.48703199093333
2016-12-18 12:00:00,0.0,3.1411,223.4746594700445
2016-12-18 21:00:00,0.0,0.5223,204.9893109720889
2016-12-19 06:00:00,0.0096,0.0143,188.3902224469333
2016-12-19 15:00:00,0.0,1.631,174.66768059715557
2016-12-20 00:00:00,0.0191,0.639,163.42085506275555
2016-12-20 09:00:00,1.4425,0.1594,154.50827635680002
2016-12-20 18:00:00,0.0001,0.0673,147.434801128
2016-12-21 03:00:00,0.0013,0.3725,138.42790943075556
2016-12-21 12:00:00,0.0,3.0912,131.40159069760003
2016-12-21 21:00:00,0.0,1.1344,124.84683706791112
2016-12-22 06:00:00,0.0,0.6585,119.96613918062222
2016-12-22 15:00:00,0.0,2.9061,114.61387633688888
2016-12-23 00:00:00,3.6451,1.0681,111.2893429528889
2016-12-23 09:00:00,6.4759,0.235,163.65663754097778
2016-12-23 18:00:00,0.2434,0.101,267.40094030862224
2016-12-24 03:00:00,0.0107,0.0286,233.2596334924445
2016-12-24 12:00:00,0.0552,1.565,202.9851596131556
2016-12-24 21:00:00,0.0,0.0042,181.90620356071108
2016-12-25 06:00:00,0.0,0.0056,165.35427167822223
2016-12-25 15:00:00,0.0,2.5369,153.82450702293335
2016-12-26 00:00:00,0.0,0.0283,142.67199447982222
2016-12-26 09:00:00,0.0,0.0721,134.34887211644445
2016-12-26 18:00:00,0.0,0.8256,127.32255338328888
2016-12-27 03:00:00,0.0166,0.7701,120.88569099271112
2016-12-27 12:00:00,0.8398,0.5985,116.90096666968893
2016-12-27 21:00:00,0.0105,0.0003,120.34339114577776
2016-12-28 06:00:00,0.0024,0.0036,117.18390564355556
2016-12-28 15:00:00,0.0,1.9826,112.869085704
2016-12-29 00:00:00,0.0,0.3501,109.28519159395556
2016-12-29 09:00:00,0.0,0.4749,106.26717557866668
2016-12-29 18:00:00,0.0,0.5249,102.70685971644444
2016-12-30 03:00:00,0.0004,0.0513,99.78315669244446
2016-12-30 12:00:00,0.0174,2.254,96.7179840344889
2016-12-30 21:00:00,0.0112,1.0311,
2016-12-31 06:00:00,0.0,0.6498,
2016-12-31 15:00:00,0.0,2.4493,
2017-01-01 00:00:00,0.0116,0.2135,86.67364928604445
2017-01-01 09:00:00,2.1115,0.151,85.44758025226668
2017-01-01 18:00:00,2.4058,0.2045,86.65007103822224
2017-01-02 03:00:00,2.9849,0.1106,85.98988009920001
2017-01-02 12:00:00,2.6993,0.6129,85.96630185137778
2017-01-02 21:00:00,3.3246,0.0659,86.86227526862221
2017-01-03 06:00:00,1.051,0.0463,82.99544218471112
2017-01-03 15:00:00,1.9156,0.5359,82.17020336391111
2017-01-04 00:00:00,3.0013,0.0656,88.55990940586666
2017-01-04 09:00:00,0.8603,0.1416,98.13267905084444
2017-01-04 18:00:00,0.0305,0.3784,96.05779309546666
2017-01-05 03:00:00,0.0,0.0087,92.4267424897778
2017-01-05 12:00:00,0.0,1.7329,88.0883443024
2017-01-05 21:00:00,0.0,0.1836,84.33940245759999
2017-01-06 06:00:00,0.0,0.142,81.03844746844445
2017-01-06 15:00:00,0.0,2.8057,78.13832254524443
2017-01-07 00:00:00,0.7879,0.1891,76.39353205937776
2017-01-07 09:00:00,8.7808,0.8885,87.2159491329778
2017-01-07 18:00:00,1.1486,0.3887,195.3222281888
2017-01-08 03:00:00,1.4174,0.2868,332.9248987987556
2017-01-08 12:00:00,20.6944,0.2494,585.2121804890667
2017-01-08 21:00:00,2.9775,0.029,1742.9042863200002
2017-01-09 06:00:00,3.0667,0.2105,1025.1823371916444
2017-01-09 15:00:00,4.1809,0.3706,736.1129844879999
2017-01-10 00:00:00,7.5552,0.199,869.0943180837334
2017-01-10 09:00:00,10.9774,0.1258,1154.1553682165334
2017-01-10 18:00:00,9.6567,0.372,1951.1002395840003
2017-01-11 03:00:00,2.2859,0.1708,1342.7813731416888
2017-01-11 12:00:00,2.1028,0.7376,956.0980628392888
2017-01-11 21:00:00,0.7599,0.0583,734.2267245152
2017-01-12 06:00:00,0.0,0.0189,583.0901380380445
2017-01-12 15:00:00,0.0,2.2839,475.809097656
2017-01-13 00:00:00,0.0,0.127,402.0091731511112
2017-01-13 09:00:00,0.0,0.4277,343.06354668551114
2017-01-13 18:00:00,0.0,0.6074,299.9153480250667
2017-01-14 03:00:00,0.0009,0.5774,267.1651578304
2017-01-14 12:00:00,0.0009,1.8811,241.4648646167111
2017-01-14 21:00:00,0.0005,0.1794,222.24859043626665
2017-01-15 06:00:00,0.0004,0.0784,205.1072022112
2017-01-15 15:00:00,0.0,2.5398,190.7244692753778
2017-01-16 00:00:00,0.0009,0.8214,177.96863573333331
2017-01-16 09:00:00,0.005,0.9874,167.80640974577778
2017-01-16 18:00:00,0.0,0.7937,158.65804841457776
2017-01-17 03:00:00,0.0,0.3676,151.39594720319997
2017-01-17 12:00:00,0.0001,1.6455,145.24202378648891
2017-01-17 21:00:00,6.734,0.8424,145.0298195560889
2017-01-18 06:00:00,6.782,1.1693,218.9947917957333
2017-01-18 15:00:00,11.1104,0.7051,775.7244455340444
2017-01-19 00:00:00,1.069,0.1391,1080.5912261898668
2017-01-19 09:00:00,1.7527,0.3223,827.1250319614222
2017-01-19 18:00:00,0.909,0.3366,624.1162941004444
2017-01-20 03:00:00,4.9402,0.5027,506.2250408752
2017-01-20 12:00:00,2.0422,0.7049,517.5426013000889
2017-01-20 21:00:00,1.6497,0.1766,534.0473766869334
2017-01-21 06:00:00,4.1779,0.112,512.8269511475555
2017-01-21 15:00:00,1.7909,0.7374,633.7833768837334
2017-01-22 00:00:00,3.4486,0.5555,570.8294477002667
2017-01-22 09:00:00,1.4578,0.4231,545.3649369648
2017-01-22 18:00:00,4.2486,0.3156,482.1752253031112
2017-01-23 03:00:00,0.1929,0.186,416.8634710433778
2017-01-23 12:00:00,0.1172,2.5228,362.8692772085333
2017-01-23 21:00:00,0.0029,0.2519,322.0789036243555
2017-01-24 06:00:00,0.0,0.118,284.9667371415111
2017-01-24 15:00:00,0.0,2.9192,257.380183808
2017-01-25 00:00:00,0.0,0.0172,233.56615071413336
2017-01-25 09:00:00,0.0379,0.02,214.8450197379556
2017-01-25 18:00:00,0.0,0.4217,199.44842199875555
2017-01-26 03:00:00,0.0065,0.0038,185.37220643164443
2017-01-26 12:00:00,0.0,2.5927,173.65381579377777
2017-01-26 21:00:00,0.0,0.0045,163.46801155839998
2017-01-27 06:00:00,0.0,0.093,153.8716635185778
2017-01-27 15:00:00,0.0,2.652,146.32662333333334
2017-01-28 00:00:00,0.0,0.2178,139.0173656263111
2017-01-28 09:00:00,0.0,0.1996,133.33500731306668
2017-01-28 18:00:00,0.0,0.8099,127.62907060497776
2017-01-29 03:00:00,0.0004,0.1842,123.12562482986668
